,Brand,Price,History,Owner,Kilometers,Fuel_Type,Last_service,Transmission,Registration,Insurance,Year of Manufacturing
509,2010 Maruti SX4 ZXI AT,"₹ 2,76,000",Non-Accidental,2nd Owner,"68,830 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2010,-
510,2019 Maruti Eeco 7 STR MANUAL,"₹ 3,58,599",Non-Accidental,1st Owner,"24,090 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Jun 2022
Comp",-
511,2014 Maruti Swift VDI MANUAL,"₹ 3,40,699",Non-Accidental,1st Owner,"68,109 km",Diesel,Diesel,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
512,2018 Maruti Swift VXI AMT AUTOMATIC,"₹ 5,97,000",Non-Accidental,1st Owner,"18,979 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2018,-
513,2015 Renault Kwid RXL MANUAL,"₹ 2,12,099",Non-Accidental,2nd Owner,"71,992 km",Petrol + CNG,Petrol + CNG,MANUAL,DL-8C-x-xxxx,"Valid upto Dec 2021
Comp",-
514,2014 Maruti Ertiga ZDI MANUAL,"₹ 4,87,399",Non-Accidental,1st Owner,"65,134 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
515,2018 Maruti Wagon R 1.0 LXI MANUAL,"₹ 4,12,000",Non-Accidental,1st Owner,"41,263 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
516,2015 Maruti Swift VDI MANUAL,"₹ 4,40,000",Non-Accidental,1st Owner,"33,725 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2015,-
517,2016 Maruti Baleno SIGMA 1.2 K12 MANUAL,"₹ 4,26,899",Non-Accidental,1st Owner,"44,435 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Feb 2022
Zero_Dep",February 2016,-
518,2014 Honda City V MT PETROL MANUAL,"₹ 5,05,899",Non-Accidental,1st Owner,"62,079 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
519,2008 Maruti Swift Dzire VXI MANUAL,"₹ 1,74,799",Non-Accidental,2nd Owner,"89,412 km",Petrol,Petrol,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
520,2019 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,91,899",Non-Accidental,1st Owner,"9,870 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Feb 2022
Zero_Dep",-
521,2013 Maruti Swift VDI MANUAL,"₹ 3,37,399",Non-Accidental,1st Owner,"67,011 km",Diesel,Diesel,MANUAL,HR-29-x-xxxx,"Valid upto Sep 2022
3rd Party",-
522,2018 Tata Tiago XZ 1.2 REVOTRON MANUAL,"₹ 4,18,000",Non-Accidental,1st Owner,"42,512 km",Petrol,Petrol,DL-11-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
523,2015 Renault Duster 85 PS RXL MANUAL,"₹ 5,30,000",Non-Accidental,1st Owner,"59,707 km",Diesel,Diesel,DL-1C-x-xxxx,"Valid upto Jan 2022
3rd Party",January 2015,-
524,2015 Maruti Alto K10 VXI MANUAL,"₹ 2,56,899",Non-Accidental,1st Owner,"60,016 km",Petrol,Petrol,MANUAL,UP-16-x-xxxx,"Valid upto Mar 2022
Third_party",-
525,2013 Toyota Etios Liva GD MANUAL,"₹ 2,94,699",Non-Accidental,1st Owner,"67,401 km",Diesel,Diesel,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2013,-
526,2018 Maruti Vitara Brezza VDI AMT MANUAL,"₹ 7,90,000",Non-Accidental,1st Owner,"28,932 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2018,-
527,2018 Renault Kwid RXL MANUAL,"₹ 2,65,000",Non-Accidental,1st Owner,"51,552 km",Petrol,Petrol,HR-13-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
528,2017 Maruti Wagon R 1.0 VXI MANUAL,"₹ 3,30,799",Non-Accidental,1st Owner,"50,045 km",Petrol,Petrol,MANUAL,HR-30-x-xxxx,"Valid upto Sep 2022
3rd Party",-
529,2015 Maruti Ertiga ZDI MANUAL,"₹ 5,63,199",Non-Accidental,1st Owner,"52,409 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
530,2013 Nissan Terrano XV D THP PREMIUM 110 PS MANUAL,"₹ 3,81,099",Non-Accidental,2nd Owner,"62,600 km",Diesel,Diesel,MANUAL,DL-1C-x-xxxx,"Valid upto Feb 2022
Third_party",-
531,2014 Renault Duster 85 PS RXL MANUAL,"₹ 3,63,199",Non-Accidental,2nd Owner,"67,522 km",Diesel,Diesel,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
532,2015 Hyundai Grand i10 ASTA 1.1 (O) CRDI MANUAL,"₹ 3,43,000",Non-Accidental,1st Owner,"65,906 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2015,-
533,2012 Hyundai i10 SPORTZ 1.2 KAPPA2 MANUAL,"₹ 2,30,000",Non-Accidental,1st Owner,"62,697 km",Petrol,Petrol,UP-65-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2012,-
534,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹ 3,33,199",Non-Accidental,2nd Owner,"62,609 km",Petrol,Petrol,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
535,2014 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹ 3,37,899",Non-Accidental,1st Owner,"59,867 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
536,2012 Renault Duster 85 PS RXL MANUAL,"₹ 3,43,399",Non-Accidental,1st Owner,"70,637 km",Diesel,Diesel,MANUAL,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
537,2013 Ford Ecosport 1.5 TREND TDCI MANUAL,"₹ 3,77,899",Non-Accidental,1st Owner,"62,253 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
538,2017 Maruti Alto 800 LXI MANUAL,"₹ 2,59,099",Non-Accidental,1st Owner,"63,266 km",Petrol,Petrol,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
539,2012 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 3,05,199",Non-Accidental,1st Owner,"68,930 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2012,-
540,2014 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹ 3,33,899",Non-Accidental,1st Owner,"58,341 km",Petrol,Petrol,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
541,2009 Hyundai i10 MAGNA 1.2 MANUAL,"₹ 1,63,000",Non-Accidental,1st Owner,"86,423 km",Petrol,Petrol,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2009,-
542,2009 Maruti A Star VXI MANUAL,"₹ 1,53,699",Non-Accidental,1st Owner,"62,155 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
543,2017 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"₹ 5,03,599",Non-Accidental,1st Owner,"50,827 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Mar 2022
Zero_Dep",-
544,2017 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 5,12,199",Non-Accidental,2nd Owner,"51,767 km",Diesel,Diesel,MANUAL,CH-01-x-xxxx,"Valid upto Feb 2022
3rd Party",-
545,2018 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 5,30,799",Non-Accidental,1st Owner,"32,885 km",Petrol,Petrol,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2018,-
546,2014 Maruti Ritz ZXI MANUAL,"₹ 3,26,499",Non-Accidental,1st Owner,"58,664 km",Petrol,Petrol,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
547,2010 Maruti Swift Dzire LXI 1.2 BS IV MANUAL,"₹ 2,49,000",Non-Accidental,1st Owner,"50,475 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",November 2010,-
548,2012 Hyundai i20 ASTA 1.4 CRDI MANUAL,"₹ 2,37,099",Non-Accidental,1st Owner,"85,837 km",Diesel,Diesel,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2012,-
549,2014 Honda Brio 1.2 VX AT I VTEC AUTOMATIC,"₹ 3,67,699",Non-Accidental,2nd Owner,"68,437 km",Petrol,Petrol,AUTOMATIC,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
550,2013 Hyundai i10 MAGNA 1.1 IRDE2 MANUAL,"₹ 2,79,199",Non-Accidental,1st Owner,"45,366 km",Petrol,Petrol,MANUAL,DL-4C-x-xxxx,"Valid upto Jun 2022
Comp",-
551,2020 Maruti Vitara Brezza VXI MANUAL,"₹ 10,00,000",Non-Accidental,1st Owner,"7,041 km",Petrol,Petrol,UP-14-x-xxxx,"Valid upto Sep 2023
Zero_Dep",January 2020,-
552,2014 Maruti Alto K10 VXI MANUAL,"₹ 2,32,299",Non-Accidental,1st Owner,"58,616 km",Petrol,Petrol,MANUAL,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
553,2013 Maruti Alto 800 LXI MANUAL,"₹ 2,00,000",Non-Accidental,1st Owner,"44,386 km",Petrol,Petrol,DL-13-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2013,-
554,2018 Maruti Baleno SIGMA DDIS 190 MANUAL,"₹ 4,68,399",Non-Accidental,1st Owner,"57,528 km",Diesel,Diesel,MANUAL,HR-29-x-xxxx,"Valid upto Sep 2022
3rd Party",-
555,2018 Maruti Celerio ZXI MANUAL,"₹ 4,23,599",Non-Accidental,1st Owner,"33,585 km",Petrol,Petrol,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
556,2016 Renault Kwid RXE MANUAL,"₹ 2,35,000",Non-Accidental,1st Owner,"26,271 km",Petrol,Petrol,DL-14-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
557,2011 Honda CRV 2.4 AT AUTOMATIC,"₹ 5,06,999",Non-Accidental,2nd Owner,"71,014 km",Petrol,Petrol,AUTOMATIC,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
558,2011 Maruti Alto K10 VXI MANUAL,"₹ 1,90,000",Non-Accidental,1st Owner,"76,032 km",Petrol + CNG,Petrol + CNG,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2011,-
559,2018 Maruti Vitara Brezza VDI MANUAL,"₹ 7,50,099",Non-Accidental,1st Owner,"25,800 km",Diesel,Diesel,MANUAL,DL-14-x-xxxx,"Valid upto Apr 2022
Third_party",-
560,2013 Renault Duster 85 PS RXL MANUAL,"₹ 3,49,000",Non-Accidental,1st Owner,"64,991 km",Diesel,Diesel,DL-13-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2013,-
561,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"₹ 4,94,000",Non-Accidental,2nd Owner,"56,811 km",Diesel,Diesel,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2014,-
562,2012 Maruti Swift Dzire ZXI 1.2 BS IV MANUAL,"₹ 3,17,699",Non-Accidental,1st Owner,"1,19,774 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Feb 2022
Comp",-
563,2016 Hyundai Elite i20 1.4 CRDI ASTA (O) MANUAL,"₹ 5,29,199",Non-Accidental,2nd Owner,"44,364 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
564,2014 Hyundai Santro Xing GL PLUS MANUAL,"₹ 2,71,000",Non-Accidental,1st Owner,"39,378 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Mar 2022
Comp",February 2014,-
565,2015 Renault Kwid RXT Opt MANUAL,"₹ 2,48,899",Non-Accidental,1st Owner,"70,590 km",Petrol,Petrol,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
566,2015 Honda Amaze 1.2 SMT I VTEC MANUAL,"₹ 4,38,599",Non-Accidental,1st Owner,"62,045 km",Petrol,Petrol,MANUAL,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
567,2020 Maruti S PRESSO VXI,"₹ 4,02,799",Non-Accidental,1st Owner,"19,104 km",Petrol,Petrol,NA,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
568,2018 Honda Jazz 1.2 V AT AUTOMATIC,"₹ 6,41,099",Non-Accidental,1st Owner,"39,089 km",Petrol,Petrol,HR-26-x-xxxx,"Valid upto Mar 2022
Zero_Dep",January 2018,-
569,2020 Maruti IGNIS ALPHA 1.2 K12 MANUAL,"₹ 6,40,000",Non-Accidental,1st Owner,"12,403 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Mar 2022
Zero_Dep",March 2020,-
570,2019 Hyundai VENUE 1.0L Turbo GDI SX(O) MT MANUAL,"₹ 9,47,399",Non-Accidental,1st Owner,"13,991 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto May 2022
Third Party",January 2019,-
571,2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"₹ 7,99,000",Non-Accidental,1st Owner,"19,776 km",Diesel,Diesel,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2017,-
572,2009 Hyundai i20 ASTA 1.2 MANUAL,"₹ 2,22,899",Non-Accidental,1st Owner,"70,210 km",Petrol,Petrol,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
573,2019 Maruti Vitara Brezza ZDI MANUAL,"₹ 8,49,000",Non-Accidental,1st Owner,"15,000 km",Diesel,Diesel,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2019,-
574,2013 Toyota Innova 2.5 GX 8 STR BS IV MANUAL,"₹ 6,30,799",Non-Accidental,1st Owner,"63,747 km",Diesel,Diesel,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2013,-
575,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"₹ 4,09,000",Non-Accidental,1st Owner,"56,930 km",Petrol,Petrol,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2015,-
576,2008 Hyundai Santro Xing GL MANUAL,"₹ 1,38,000",Non-Accidental,1st Owner,"33,246 km",Petrol,Petrol,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2008,-
577,2019 Volkswagen Ameo COMFORTLINE 1.0 MANUAL,"₹ 5,20,000",Non-Accidental,1st Owner,"19,951 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",March 2019,-
578,2013 Maruti Ertiga VDI ABS MANUAL,"₹ 4,75,499",Non-Accidental,1st Owner,"51,981 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
579,2018 Maruti Vitara Brezza VDI MANUAL,"₹ 7,48,299",Non-Accidental,1st Owner,"27,113 km",Diesel,Diesel,UP-37-x-xxxx,"Valid upto Aug 2022
Zero_Dep",July 2018,-
580,2012 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 2,95,899",Non-Accidental,1st Owner,"94,644 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
581,2009 Maruti A Star VXI MANUAL,"₹ 1,35,799",Non-Accidental,2nd Owner,"81,050 km",Petrol,Petrol,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
582,2017 Maruti Vitara Brezza VDI OPT MANUAL,"₹ 6,82,499",Non-Accidental,1st Owner,"38,706 km",Diesel,Diesel,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
583,2018 Maruti Alto 800 LXI MANUAL,"₹ 2,80,000",Non-Accidental,1st Owner,"29,465 km",Petrol,Petrol,DL-5C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2018,-
584,2008 Maruti Swift LXI 1.3 MANUAL,"₹ 1,62,000",Non-Accidental,1st Owner,"67,532 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",December 2008,-
585,2018 Maruti Vitara Brezza VDI MANUAL,"₹ 7,18,199",Non-Accidental,1st Owner,"34,119 km",Diesel,Diesel,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2018,-
586,2013 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 3,33,599",Non-Accidental,1st Owner,"62,602 km",Diesel,Diesel,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
587,2013 Maruti Swift VDI MANUAL,"₹ 3,01,999",Non-Accidental,2nd Owner,"62,639 km",Diesel,Diesel,MANUAL,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
588,2019 Honda Amaze 1.2 S CVT I VTEC AUTOMATIC,"₹ 7,01,500",Non-Accidental,1st Owner,"20,444 km",Petrol,Petrol,AUTOMATIC,PB-12-x-xxxx,"Valid upto Feb 2022
Comp",-
589,2019 Maruti Vitara Brezza VDI MANUAL,"₹ 8,06,799",Non-Accidental,1st Owner,"17,831 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
590,2015 Maruti Ritz VDI MANUAL,"₹ 3,10,000",Non-Accidental,1st Owner,"58,697 km",Diesel,Diesel,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",July 2015,-
591,2017 Maruti Vitara Brezza VDI OPT MANUAL,"₹ 7,16,295",Non-Accidental,1st Owner,"21,098 km",Diesel,Diesel,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",August 2017,-
592,2012 Hyundai i20 MAGNA O 1.2 MANUAL,"₹ 3,12,000",Non-Accidental,1st Owner,"44,822 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2012,-
593,2012 Maruti Swift ZDI MANUAL,"₹ 3,03,499",Non-Accidental,1st Owner,"80,936 km",Diesel,Diesel,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2012,-
594,2016 Maruti Baleno ALPHA DDIS 190 MANUAL,"₹ 5,26,699",Non-Accidental,1st Owner,"63,380 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Feb 2022
Zero_Dep",-
595,2015 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹ 3,51,099",Non-Accidental,2nd Owner,"68,468 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
596,2019 Maruti Swift LXI MANUAL,"₹ 4,90,000",Non-Accidental,1st Owner,"43,280 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2019,-
597,2014 Honda City S MT DIESEL MANUAL,"₹ 5,10,000",Non-Accidental,1st Owner,"68,242 km",Diesel,Diesel,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2014,-
598,2014 Ford Ecosport 1.5 AMBIENTE TDCI MANUAL,"₹ 4,23,599",Non-Accidental,1st Owner,"59,818 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
599,2013 Maruti Ritz LDI MANUAL,"₹ 2,18,599",Non-Accidental,1st Owner,"70,017 km",Diesel,Diesel,MANUAL,DL-7C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
600,2009 Hyundai i10 MAGNA 1.2 MANUAL,"₹ 1,54,000",Non-Accidental,2nd Owner,"63,927 km",Petrol,Petrol,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2009,-
601,2015 Maruti Alto K10 LXI MANUAL,"₹ 2,75,000",Non-Accidental,1st Owner,"38,464 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2015,-
602,2013 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT MANUAL,"₹ 3,27,299",Non-Accidental,2nd Owner,"72,089 km",Petrol,Petrol,MANUAL,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",-
603,2014 Maruti Swift VXI MANUAL,"₹ 3,44,299",Non-Accidental,2nd Owner,"61,261 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
604,2010 Hyundai i10 SPORTZ 1.2 MANUAL,"₹ 2,25,000",Non-Accidental,1st Owner,"42,017 km",Petrol,Petrol,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2010,-
605,2013 Maruti Swift Dzire VDI MANUAL,"₹ 3,81,499",Non-Accidental,1st Owner,"69,373 km",Diesel,Diesel,MANUAL,DL-1C-x-xxxx,"Valid upto Feb 2022
Comp",-
606,2014 Maruti Alto 800 LXI MANUAL,"₹ 1,97,999",Non-Accidental,1st Owner,"66,835 km",Petrol,Petrol,MANUAL,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",-
607,2015 Hyundai Verna FLUIDIC 1.6 CRDI S MANUAL,"₹ 5,89,199",Non-Accidental,1st Owner,"62,284 km",Diesel,Diesel,MANUAL,UP-16-x-xxxx,"Valid upto Sep 2022
3rd Party",-
608,2014 Hyundai Santro Xing GL PLUS MANUAL,"₹ 2,70,000",Non-Accidental,1st Owner,"39,366 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Mar 2022
Comp",February 2014,-
609,2011 Hyundai i20 MAGNA O 1.2 MANUAL,"₹ 2,30,000",Non-Accidental,1st Owner,"75,924 km",Petrol,Petrol,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",April 2011,-
610,2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"₹ 7,99,000",Non-Accidental,1st Owner,"19,772 km",Diesel,Diesel,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",September 2017,-
611,2018 Tata Tiago XT 1.2 REVOTRON MANUAL,"₹ 4,75,000",Non-Accidental,1st Owner,"10,611 km",Petrol,Petrol,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2018,-
612,2013 Toyota Etios Liva D 4D GD SP MANUAL,"₹ 2,85,699",Non-Accidental,1st Owner,"64,430 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
613,2019 Maruti Alto LXI MANUAL,"₹ 2,93,599",Non-Accidental,1st Owner,"31,825 km",Petrol,Petrol,MANUAL,DL-9C-x-xxxx,"Valid upto Jan 2022
Comp",-
614,2018 Maruti Vitara Brezza VDI MANUAL,"₹ 7,06,999",Non-Accidental,1st Owner,"26,170 km",Diesel,Diesel,MANUAL,HR-87-x-xxxx,"Valid upto Sep 2022
3rd Party",-
615,2019 Maruti Alto LXI MANUAL,"₹ 3,13,599",Non-Accidental,1st Owner,"24,843 km",Petrol,Petrol,HR-77-x-xxxx,"Valid upto Dec 2022
Zero_Dep",December 2019,-
616,2016 Maruti Vitara Brezza ZDI MANUAL,"₹ 6,29,399",Non-Accidental,2nd Owner,"42,210 km",Diesel,Diesel,MANUAL,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
617,2016 Maruti Swift Dzire VDI ABS,"₹ 5,37,000",Non-Accidental,1st Owner,"47,418 km",Diesel,Diesel,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2016,-
618,2016 Maruti Ciaz VDI+ SHVS MANUAL,"₹ 4,88,099",Non-Accidental,3rd Owner,"55,437 km",Diesel,Diesel,MANUAL,DL-6C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
619,2011 Hyundai i10 SPORTZ 1.2 KAPPA2 MANUAL,"₹ 2,22,299",Non-Accidental,1st Owner,"89,631 km",Petrol,Petrol,MANUAL,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
620,2014 Maruti Ertiga VDI ABS MANUAL,"₹ 4,57,399",Non-Accidental,1st Owner,"63,420 km",Diesel,Diesel,MANUAL,DL-13-x-xxxx,"Valid upto Sep 2022
3rd Party",-
621,2019 Toyota Innova Crysta 2.4 VX 7 STR MANUAL,"₹ 18,00,000",Non-Accidental,1st Owner,"31,235 km",Diesel,Diesel,DL-3C-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2019,-
622,2018 Hyundai Verna 1.6 SX VTVT MANUAL,"₹ 8,23,199",Non-Accidental,1st Owner,"35,772 km",Petrol,Petrol,MANUAL,DL-4C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
623,2016 Hyundai Elite i20 MAGNA 1.2 MANUAL,"₹ 5,19,599",Non-Accidental,1st Owner,"43,806 km",Petrol,Petrol,MANUAL,DL-2C-x-xxxx,"Valid upto Sep 2022
Zero_Dep",-
624,2010 Maruti Wagon R 1.0 LXI MANUAL,"₹ 2,15,000",Non-Accidental,1st Owner,"46,741 km",Petrol,Petrol,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2010,-
625,2013 Nissan Sunny XL DIESEL MANUAL,"₹ 2,37,000",Non-Accidental,1st Owner,"65,603 km",Diesel,Diesel,DL-1C-x-xxxx,"Valid upto Sep 2022
3rd Party",January 2013,-
626,2016 Honda Brio 1.2 S MT I VTEC MANUAL,"₹ 4,54,000",Non-Accidental,1st Owner,"3,441 km",Petrol,Petrol,DL-10-x-xxxx,"Valid upto Sep 2022
3rd Party",October 2016,-
627,2015 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 4,06,299",Non-Accidental,1st Owner,"69,039 km",Diesel,Diesel,MANUAL,DL-8C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
628,2016 Maruti Baleno DELTA 1.2 K12 AMT AUTOMATIC,"₹ 5,33,000",Non-Accidental,1st Owner,"40,520 km",Petrol,Petrol,DL-12-x-xxxx,"Valid upto Sep 2022
3rd Party",June 2016,-
629,2015 Maruti Swift Dzire VDI BS IV MANUAL,"₹ 4,43,099",Non-Accidental,1st Owner,"64,152 km",Diesel,Diesel,MANUAL,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
630,2015 Honda City VX CVT PETROL AUTOMATIC,"₹ 6,98,399",Non-Accidental,1st Owner,"55,873 km",Petrol,Petrol,AUTOMATIC,CH-01-x-xxxx,"Valid upto Sep 2022
3rd Party",-
631,2016 Maruti Baleno ZETA 1.2 K12 CVT,"₹ 4,88,499",Non-Accidental,1st Owner,"52,934 km",Petrol,Petrol,NA,HR-51-x-xxxx,"Valid upto Sep 2022
3rd Party",-
632,2013 Maruti Swift VDI MANUAL,"₹ 3,13,599",Non-Accidental,1st Owner,"68,546 km",Diesel,Diesel,MANUAL,HR-26-x-xxxx,"Valid upto Sep 2022
3rd Party",-
633,2019 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹ 6,02,000",Non-Accidental,1st Owner,"24,376 km",Petrol,Petrol,UP-14-x-xxxx,"Valid upto Sep 2022
3rd Party",February 2019,-
634,2017 Maruti Vitara Brezza ZDI MANUAL,"₹ 7,49,499",Non-Accidental,1st Owner,"35,429 km",Diesel,Diesel,MANUAL,DL-9C-x-xxxx,"Valid upto Sep 2022
3rd Party",-
635,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹ 3,96,099",Non-Accidental,2nd Owner,"78,268 km",Petrol,Petrol,DL-2C-x-xxxx,"Valid upto Sep 2022
3rd Party",May 2017,-
